lambda      alk
4.09809e+03 2.52988e-05
4.10310e+03 2.52519e-05
4.10811e+03 2.52051e-05
4.11313e+03 2.51584e-05
4.11815e+03 2.51117e-05
4.12318e+03 2.50652e-05
4.12822e+03 2.50187e-05
4.13326e+03 2.49723e-05
4.13831e+03 2.49260e-05
4.14336e+03 2.48798e-05
4.14843e+03 2.48337e-05
4.15349e+03 2.47877e-05
4.15857e+03 2.47417e-05
4.16365e+03 2.46958e-05
4.16873e+03 2.46501e-05
4.17382e+03 2.46044e-05
4.17892e+03 2.45588e-05
4.18403e+03 2.45132e-05
4.18914e+03 2.44678e-05
4.19425e+03 2.44224e-05
4.19938e+03 2.43772e-05
4.20451e+03 2.43320e-05
4.20964e+03 2.42869e-05
4.21478e+03 2.42418e-05
4.21993e+03 2.41969e-05
4.22509e+03 2.41520e-05
4.23025e+03 2.41073e-05
4.23541e+03 2.40626e-05
4.24059e+03 2.40180e-05
4.24577e+03 2.39734e-05
4.25095e+03 2.39290e-05
4.25615e+03 2.38846e-05
4.26135e+03 2.38404e-05
4.26655e+03 2.37962e-05
4.27176e+03 2.37521e-05
4.27698e+03 2.37080e-05
4.28220e+03 2.36641e-05
4.28743e+03 2.36202e-05
4.29267e+03 2.35764e-05
4.29791e+03 2.35327e-05
4.30316e+03 2.34891e-05
4.30842e+03 2.34455e-05
4.31368e+03 2.34021e-05
4.31895e+03 2.33587e-05
4.32423e+03 2.33154e-05
4.32951e+03 2.32722e-05
4.33480e+03 2.32290e-05
4.34009e+03 2.31860e-05
4.34539e+03 2.31430e-05
4.35070e+03 2.31001e-05
4.35602e+03 2.30573e-05
4.36134e+03 2.30145e-05
4.36666e+03 2.29719e-05
4.37200e+03 2.29293e-05
4.37734e+03 2.28868e-05
4.38269e+03 2.28443e-05
4.38804e+03 2.28020e-05
4.39340e+03 2.27597e-05
4.39876e+03 2.27175e-05
4.40414e+03 2.26754e-05
4.40952e+03 2.26334e-05
4.41490e+03 2.25914e-05
4.42030e+03 2.25495e-05
4.42570e+03 2.25077e-05
4.43110e+03 2.24660e-05
4.43651e+03 2.24244e-05
4.44193e+03 2.23828e-05
4.44736e+03 2.23413e-05
4.45279e+03 2.22999e-05
4.45823e+03 2.22586e-05
4.46368e+03 2.22173e-05
4.46913e+03 2.21761e-05
4.47459e+03 2.21350e-05
4.48005e+03 2.20940e-05
4.48552e+03 2.20530e-05
4.49100e+03 2.20121e-05
4.49649e+03 2.19713e-05
4.50198e+03 2.19306e-05
4.50748e+03 2.18899e-05
4.51299e+03 2.18494e-05
4.51850e+03 2.18088e-05
4.52402e+03 2.17684e-05
4.52954e+03 2.17281e-05
4.53508e+03 2.16878e-05
4.54062e+03 2.16476e-05
4.54616e+03 2.16075e-05
4.55172e+03 2.15674e-05
4.55728e+03 2.15274e-05
4.56284e+03 2.14875e-05
4.56842e+03 2.14477e-05
4.57400e+03 2.14079e-05
4.57958e+03 2.13682e-05
4.58518e+03 2.13286e-05
4.59078e+03 2.12891e-05
4.59638e+03 2.12496e-05
4.60200e+03 2.12102e-05
4.60762e+03 2.11709e-05
4.61325e+03 2.11317e-05
4.61888e+03 2.10925e-05
4.62453e+03 2.10534e-05
4.63017e+03 2.10144e-05
4.63583e+03 2.09754e-05
4.64149e+03 2.09365e-05
4.64716e+03 2.08977e-05
4.65284e+03 2.08590e-05
4.65852e+03 2.08203e-05
4.66421e+03 2.07817e-05
4.66991e+03 2.07432e-05
4.67561e+03 2.07047e-05
4.68132e+03 2.06663e-05
4.68704e+03 2.06280e-05
4.69277e+03 2.05898e-05
4.69850e+03 2.05516e-05
4.70424e+03 2.05135e-05
4.70998e+03 2.04755e-05
4.71574e+03 2.04375e-05
4.72150e+03 2.03996e-05
4.72727e+03 2.03618e-05
4.73304e+03 2.03241e-05
4.73882e+03 2.02864e-05
4.74461e+03 2.02488e-05
4.75040e+03 2.02113e-05
4.75621e+03 2.01738e-05
4.76202e+03 2.01364e-05
4.76783e+03 2.00991e-05
4.77366e+03 2.00618e-05
4.77949e+03 2.00246e-05
4.78533e+03 1.99875e-05
4.79117e+03 1.99504e-05
4.79702e+03 1.99135e-05
4.80288e+03 1.98765e-05
4.80875e+03 1.98397e-05
4.81462e+03 1.98029e-05
4.82050e+03 1.97662e-05
4.82639e+03 1.97296e-05
4.83229e+03 1.96930e-05
4.83819e+03 1.96565e-05
4.84410e+03 1.96200e-05
4.85002e+03 1.95837e-05
4.85594e+03 1.95474e-05
4.86187e+03 1.95111e-05
4.86781e+03 1.94750e-05
4.87376e+03 1.94389e-05
4.87971e+03 1.94028e-05
4.88567e+03 1.93669e-05
4.89164e+03 1.93310e-05
4.89761e+03 1.92951e-05
4.90360e+03 1.92593e-05
4.90959e+03 1.92236e-05
4.91558e+03 1.91880e-05
4.92159e+03 1.91524e-05
4.92760e+03 1.91169e-05
4.93362e+03 1.90815e-05
4.93964e+03 1.90461e-05
4.94568e+03 1.90108e-05
4.95172e+03 1.89756e-05
4.95777e+03 1.89404e-05
4.96382e+03 1.89053e-05
4.96989e+03 1.88702e-05
4.97596e+03 1.88353e-05
4.98203e+03 1.88003e-05
4.98812e+03 1.87655e-05
4.99421e+03 1.87307e-05
5.00031e+03 1.86960e-05
5.00642e+03 1.86613e-05
5.01254e+03 1.86267e-05
5.01866e+03 1.85922e-05
5.02479e+03 1.85577e-05
5.03093e+03 1.85233e-05
5.03707e+03 1.84890e-05
5.04322e+03 1.84547e-05
5.04938e+03 1.84205e-05
5.05555e+03 1.83864e-05
5.06173e+03 1.83523e-05
5.06791e+03 1.83183e-05
5.07410e+03 1.82843e-05
5.08030e+03 1.82504e-05
5.08650e+03 1.82166e-05
5.09272e+03 1.81828e-05
5.09894e+03 1.81491e-05
5.10517e+03 1.81154e-05
5.11140e+03 1.80819e-05
5.11764e+03 1.80483e-05
5.12390e+03 1.80149e-05
5.13015e+03 1.79815e-05
5.13642e+03 1.79482e-05
5.14269e+03 1.79149e-05
5.14898e+03 1.78817e-05
5.15527e+03 1.78485e-05
5.16156e+03 1.78154e-05
5.16787e+03 1.77824e-05
5.17418e+03 1.77494e-05
5.18050e+03 1.77165e-05
5.18683e+03 1.76837e-05
5.19316e+03 1.76509e-05
5.19951e+03 1.76182e-05
5.20586e+03 1.75855e-05
5.21222e+03 1.75529e-05
5.21858e+03 1.75204e-05
5.22496e+03 1.74879e-05
5.23134e+03 1.74555e-05
5.23773e+03 1.74231e-05
5.24413e+03 1.73908e-05
5.25053e+03 1.73586e-05
5.25695e+03 1.73264e-05
5.26337e+03 1.72943e-05
5.26980e+03 1.72622e-05
5.27623e+03 1.72302e-05
5.28268e+03 1.71983e-05
5.28913e+03 1.71664e-05
5.29559e+03 1.71346e-05
5.30206e+03 1.71028e-05
5.30854e+03 1.70711e-05
5.31502e+03 1.70395e-05
5.32151e+03 1.70079e-05
5.32801e+03 1.69764e-05
5.33452e+03 1.69449e-05
5.34104e+03 1.69135e-05
5.34756e+03 1.68821e-05
5.35409e+03 1.68508e-05
5.36063e+03 1.68196e-05
5.36718e+03 1.67884e-05
5.37374e+03 1.67573e-05
5.38030e+03 1.67262e-05
5.38687e+03 1.66952e-05
5.39345e+03 1.66643e-05
5.40004e+03 1.66334e-05
5.40664e+03 1.66025e-05
5.41324e+03 1.65718e-05
5.41985e+03 1.65410e-05
5.42647e+03 1.65104e-05
5.43310e+03 1.64798e-05
5.43974e+03 1.64492e-05
5.44638e+03 1.64187e-05
5.45303e+03 1.63883e-05
5.45969e+03 1.63579e-05
5.46636e+03 1.63276e-05
5.47304e+03 1.62973e-05
5.47973e+03 1.62671e-05
5.48642e+03 1.62370e-05
5.49312e+03 1.62069e-05
5.49983e+03 1.61768e-05
5.50655e+03 1.61468e-05
5.51327e+03 1.61169e-05
5.52001e+03 1.60870e-05
5.52675e+03 1.60572e-05
5.53350e+03 1.60274e-05
5.54026e+03 1.59977e-05
5.54703e+03 1.59681e-05
5.55380e+03 1.59385e-05
5.56059e+03 1.59089e-05
5.56738e+03 1.58794e-05
5.57418e+03 1.58500e-05
5.58099e+03 1.58206e-05
5.58781e+03 1.57913e-05
5.59463e+03 1.57620e-05
5.60147e+03 1.57328e-05
5.60831e+03 1.57036e-05
5.61516e+03 1.56745e-05
5.62202e+03 1.56454e-05
5.62888e+03 1.56164e-05
5.63576e+03 1.55875e-05
5.64264e+03 1.55586e-05
5.64954e+03 1.55298e-05
5.65644e+03 1.55010e-05
5.66335e+03 1.54722e-05
5.67026e+03 1.54435e-05
5.67719e+03 1.54149e-05
5.68412e+03 1.53863e-05
5.69107e+03 1.53578e-05
5.69802e+03 1.53293e-05
5.70498e+03 1.53009e-05
5.71195e+03 1.52726e-05
5.71892e+03 1.52443e-05
5.72591e+03 1.52160e-05
5.73290e+03 1.51878e-05
5.73991e+03 1.51596e-05
5.74692e+03 1.51315e-05
5.75394e+03 1.51035e-05
5.76096e+03 1.50755e-05
5.76800e+03 1.50475e-05
5.77505e+03 1.50196e-05
5.78210e+03 1.49918e-05
5.78916e+03 1.49640e-05
5.79624e+03 1.49363e-05
5.80332e+03 1.49086e-05
5.81040e+03 1.48809e-05
5.81750e+03 1.48534e-05
5.82461e+03 1.48258e-05
5.83172e+03 1.47983e-05
5.83885e+03 1.47709e-05
5.84598e+03 1.47435e-05
5.85312e+03 1.47162e-05
5.86027e+03 1.46889e-05
5.86743e+03 1.46617e-05
5.87459e+03 1.46345e-05
5.88177e+03 1.46074e-05
5.88895e+03 1.45803e-05
5.89615e+03 1.45533e-05
5.90335e+03 1.45263e-05
5.91056e+03 1.44994e-05
5.91778e+03 1.44725e-05
5.92501e+03 1.44456e-05
5.93224e+03 1.44189e-05
5.93949e+03 1.43921e-05
5.94674e+03 1.43655e-05
5.95401e+03 1.43388e-05
5.96128e+03 1.43122e-05
5.96856e+03 1.42857e-05
5.97585e+03 1.42592e-05
5.98315e+03 1.42328e-05
5.99046e+03 1.42064e-05
5.99778e+03 1.41801e-05
6.00510e+03 1.41538e-05
6.01244e+03 1.41275e-05
6.01978e+03 1.41014e-05
6.02714e+03 1.40752e-05
6.03450e+03 1.40491e-05
6.04187e+03 1.40231e-05
6.04925e+03 1.39971e-05
6.05664e+03 1.39711e-05
6.06404e+03 1.39452e-05
6.07144e+03 1.39194e-05
6.07886e+03 1.38936e-05
6.08628e+03 1.38678e-05
6.09372e+03 1.38421e-05
6.10116e+03 1.38165e-05
6.10861e+03 1.37908e-05
6.11608e+03 1.37653e-05
6.12355e+03 1.37398e-05
6.13103e+03 1.37143e-05
6.13852e+03 1.36889e-05
6.14601e+03 1.36635e-05
6.15352e+03 1.36382e-05
6.16104e+03 1.36129e-05
6.16856e+03 1.35876e-05
6.17610e+03 1.35625e-05
6.18364e+03 1.35373e-05
6.19119e+03 1.35122e-05
6.19876e+03 1.34872e-05
6.20633e+03 1.34622e-05
6.21391e+03 1.34372e-05
6.22150e+03 1.34123e-05
6.22910e+03 1.33874e-05
6.23671e+03 1.33626e-05
6.24433e+03 1.33379e-05
6.25195e+03 1.33131e-05
6.25959e+03 1.32884e-05
6.26724e+03 1.32638e-05
6.27489e+03 1.32392e-05
6.28256e+03 1.32147e-05
6.29023e+03 1.31902e-05
6.29791e+03 1.31657e-05
6.30561e+03 1.31413e-05
6.31331e+03 1.31170e-05
6.32102e+03 1.30926e-05
6.32874e+03 1.30684e-05
6.33647e+03 1.30442e-05
6.34421e+03 1.30200e-05
6.35196e+03 1.29958e-05
6.35972e+03 1.29717e-05
6.36749e+03 1.29477e-05
6.37526e+03 1.29237e-05
6.38305e+03 1.28997e-05
6.39085e+03 1.28758e-05
6.39865e+03 1.28520e-05
6.40647e+03 1.28281e-05
6.41430e+03 1.28043e-05
6.42213e+03 1.27806e-05
6.42997e+03 1.27569e-05
6.43783e+03 1.27333e-05
6.44569e+03 1.27097e-05
6.45357e+03 1.26861e-05
6.46145e+03 1.26626e-05
6.46934e+03 1.26391e-05
6.47724e+03 1.26157e-05
6.48516e+03 1.25923e-05
6.49308e+03 1.25690e-05
6.50101e+03 1.25457e-05
6.50895e+03 1.25224e-05
6.51690e+03 1.24992e-05
6.52486e+03 1.24760e-05
6.53283e+03 1.24529e-05
6.54081e+03 1.24298e-05
6.54880e+03 1.24068e-05
6.55680e+03 1.23838e-05
6.56481e+03 1.23608e-05
6.57283e+03 1.23379e-05
6.58085e+03 1.23150e-05
6.58889e+03 1.22922e-05
6.59694e+03 1.22694e-05
6.60500e+03 1.22467e-05
6.61307e+03 1.22239e-05
6.62114e+03 1.22013e-05
6.62923e+03 1.21787e-05
6.63733e+03 1.21561e-05
6.64544e+03 1.21336e-05
6.65355e+03 1.21111e-05
6.66168e+03 1.20886e-05
6.66982e+03 1.20662e-05
6.67796e+03 1.20438e-05
6.68612e+03 1.20215e-05
6.69429e+03 1.19992e-05
6.70247e+03 1.19770e-05
6.71065e+03 1.19548e-05
6.71885e+03 1.19326e-05
6.72706e+03 1.19105e-05
6.73527e+03 1.18884e-05
6.74350e+03 1.18664e-05
6.75174e+03 1.18444e-05
6.75998e+03 1.18224e-05
6.76824e+03 1.18005e-05
6.77651e+03 1.17786e-05
6.78479e+03 1.17568e-05
6.79307e+03 1.17350e-05
6.80137e+03 1.17132e-05
6.80968e+03 1.16915e-05
6.81800e+03 1.16699e-05
6.82632e+03 1.16482e-05
6.83466e+03 1.16266e-05
6.84301e+03 1.16051e-05
6.85137e+03 1.15836e-05
6.85974e+03 1.15621e-05
6.86812e+03 1.15407e-05
6.87651e+03 1.15193e-05
6.88491e+03 1.14979e-05
6.89332e+03 1.14766e-05
6.90174e+03 1.14553e-05
6.91017e+03 1.14341e-05
6.91861e+03 1.14129e-05
6.92706e+03 1.13917e-05
6.93552e+03 1.13706e-05
6.94399e+03 1.13495e-05
6.95247e+03 1.13285e-05
6.96096e+03 1.13075e-05
6.96947e+03 1.12865e-05
6.97798e+03 1.12656e-05
6.98650e+03 1.12447e-05
6.99504e+03 1.12239e-05
7.00358e+03 1.12031e-05
7.01214e+03 1.11823e-05
7.02070e+03 1.11616e-05
7.02928e+03 1.11409e-05
7.03786e+03 1.11202e-05
7.04646e+03 1.10996e-05
7.05507e+03 1.10790e-05
7.06368e+03 1.10585e-05
7.07231e+03 1.10380e-05
7.08095e+03 1.10175e-05
7.08960e+03 1.09971e-05
7.09826e+03 1.09767e-05
7.10693e+03 1.09564e-05
7.11561e+03 1.09361e-05
7.12430e+03 1.09158e-05
7.13301e+03 1.08956e-05
7.14172e+03 1.08754e-05
7.15044e+03 1.08552e-05
7.15918e+03 1.08351e-05
7.16792e+03 1.08150e-05
7.17668e+03 1.07949e-05
7.18544e+03 1.07749e-05
7.19422e+03 1.07550e-05
7.20301e+03 1.07350e-05
7.21180e+03 1.07151e-05
7.22061e+03 1.06953e-05
7.22943e+03 1.06754e-05
7.23826e+03 1.06556e-05
7.24711e+03 1.06359e-05
7.25596e+03 1.06162e-05
7.26482e+03 1.05965e-05
7.27369e+03 1.05768e-05
7.28258e+03 1.05572e-05
7.29147e+03 1.05377e-05
7.30038e+03 1.05181e-05
7.30930e+03 1.04986e-05
7.31823e+03 1.04792e-05
7.32717e+03 1.04597e-05
7.33611e+03 1.04404e-05
7.34508e+03 1.04210e-05
7.35405e+03 1.04017e-05
7.36303e+03 1.03824e-05
7.37202e+03 1.03632e-05
7.38103e+03 1.03439e-05
7.39004e+03 1.03248e-05
7.39907e+03 1.03056e-05
7.40811e+03 1.02865e-05
7.41716e+03 1.02675e-05
7.42622e+03 1.02484e-05
7.43529e+03 1.02294e-05
7.44437e+03 1.02105e-05
7.45346e+03 1.01915e-05
7.46257e+03 1.01726e-05
7.47168e+03 1.01538e-05
7.48081e+03 1.01350e-05
7.48995e+03 1.01162e-05
7.49910e+03 1.00974e-05
7.50826e+03 1.00787e-05
7.51743e+03 1.00600e-05
7.52661e+03 1.00414e-05
7.53580e+03 1.00228e-05
7.54501e+03 1.00042e-05
7.55422e+03 9.98563e-06
7.56345e+03 9.96711e-06
7.57269e+03 9.94864e-06
7.58194e+03 9.93019e-06
7.59120e+03 9.91179e-06
7.60047e+03 9.89341e-06
7.60976e+03 9.87507e-06
7.61905e+03 9.85677e-06
7.62836e+03 9.83849e-06
7.63768e+03 9.82025e-06
7.64701e+03 9.80205e-06
7.65635e+03 9.78388e-06
7.66570e+03 9.76574e-06
7.67506e+03 9.74764e-06
7.68444e+03 9.72957e-06
7.69382e+03 9.71153e-06
7.70322e+03 9.69353e-06
7.71263e+03 9.67556e-06
7.72205e+03 9.65762e-06
7.73148e+03 9.63972e-06
7.74093e+03 9.62185e-06
7.75038e+03 9.60401e-06
7.75985e+03 9.58621e-06
7.76933e+03 9.56844e-06
7.77882e+03 9.55070e-06
7.78832e+03 9.53299e-06
7.79783e+03 9.51532e-06
7.80736e+03 9.49768e-06
7.81689e+03 9.48008e-06
7.82644e+03 9.46250e-06
7.83600e+03 9.44496e-06
7.84557e+03 9.42745e-06
7.85516e+03 9.40998e-06
7.86475e+03 9.39253e-06
7.87436e+03 9.37512e-06
7.88398e+03 9.35774e-06
7.89361e+03 9.34039e-06
7.90325e+03 9.32308e-06
7.91290e+03 9.30579e-06
7.92257e+03 9.28854e-06
7.93224e+03 9.27132e-06
7.94193e+03 9.25414e-06
7.95163e+03 9.23698e-06
7.96135e+03 9.21986e-06
7.97107e+03 9.20277e-06
7.98081e+03 9.18571e-06
7.99056e+03 9.16868e-06
8.00032e+03 9.15168e-06
8.01009e+03 9.13472e-06
8.01987e+03 9.11778e-06
8.02967e+03 9.10088e-06
8.03948e+03 9.08401e-06
8.04930e+03 9.06717e-06
8.05913e+03 9.05036e-06
8.06897e+03 9.03358e-06
8.07883e+03 9.01684e-06
8.08870e+03 9.00012e-06
8.09858e+03 8.98344e-06
8.10847e+03 8.96678e-06
8.11837e+03 8.95016e-06
8.12829e+03 8.93357e-06
8.13822e+03 8.91701e-06
8.14816e+03 8.90048e-06
8.15811e+03 8.88398e-06
8.16808e+03 8.86751e-06
8.17805e+03 8.85107e-06
8.18804e+03 8.83466e-06
8.19805e+03 8.81829e-06
8.20806e+03 8.80194e-06
8.21809e+03 8.78562e-06
8.22812e+03 8.76934e-06
8.23817e+03 8.75308e-06
8.24824e+03 8.73685e-06
8.25831e+03 8.72066e-06
8.26840e+03 8.70449e-06
8.27850e+03 8.68835e-06
8.28861e+03 8.67225e-06
8.29873e+03 8.65617e-06
8.30887e+03 8.64012e-06
8.31902e+03 8.62411e-06
8.32918e+03 8.60812e-06
8.33936e+03 8.59216e-06
8.34954e+03 8.57623e-06
8.35974e+03 8.56034e-06
8.36995e+03 8.54447e-06
8.38018e+03 8.52863e-06
8.39041e+03 8.51282e-06
8.40066e+03 8.49704e-06
8.41092e+03 8.48128e-06
8.42120e+03 8.46556e-06
8.43148e+03 8.44987e-06
8.44178e+03 8.43420e-06
8.45209e+03 8.41857e-06
8.46242e+03 8.40296e-06
8.47275e+03 8.38739e-06
8.48310e+03 8.37184e-06
8.49346e+03 8.35632e-06
8.50384e+03 8.34083e-06
8.51423e+03 8.32536e-06
8.52463e+03 8.30993e-06
8.53504e+03 8.29453e-06
8.54546e+03 8.27915e-06
8.55590e+03 8.26380e-06
8.56635e+03 8.24848e-06
8.57682e+03 8.23319e-06
8.58729e+03 8.21793e-06
8.59778e+03 8.20269e-06
8.60828e+03 8.18749e-06
8.61880e+03 8.17231e-06
8.62933e+03 8.15716e-06
8.63987e+03 8.14204e-06
8.65042e+03 8.12695e-06
8.66099e+03 8.11188e-06
8.67157e+03 8.09684e-06
8.68216e+03 8.08183e-06
8.69276e+03 8.06685e-06
8.70338e+03 8.05190e-06
8.71401e+03 8.03697e-06
8.72466e+03 8.02207e-06
8.73531e+03 8.00720e-06
8.74598e+03 7.99236e-06
8.75667e+03 7.97754e-06
8.76736e+03 7.96275e-06
8.77807e+03 7.94799e-06
8.78879e+03 7.93326e-06
8.79953e+03 7.91855e-06
8.81028e+03 7.90387e-06
8.82104e+03 7.88922e-06
8.83181e+03 7.87459e-06
8.84260e+03 7.86000e-06
8.85340e+03 7.84542e-06
8.86422e+03 7.83088e-06
8.87504e+03 7.81636e-06
8.88588e+03 7.80187e-06
8.89674e+03 7.78741e-06
8.90760e+03 7.77297e-06
8.91849e+03 7.75857e-06
8.92938e+03 7.74418e-06
8.94029e+03 7.72983e-06
8.95121e+03 7.71550e-06
8.96214e+03 7.70119e-06
8.97309e+03 7.68692e-06
8.98405e+03 7.67267e-06
8.99502e+03 7.65844e-06
9.00601e+03 7.64425e-06
9.01701e+03 7.63008e-06
9.02802e+03 7.61593e-06
9.03905e+03 7.60181e-06
9.05009e+03 7.58772e-06
9.06115e+03 7.57366e-06
9.07221e+03 7.55962e-06
9.08330e+03 7.54560e-06
9.09439e+03 7.53161e-06
9.10550e+03 7.51765e-06
9.11662e+03 7.50372e-06
9.12776e+03 7.48981e-06
9.13891e+03 7.47592e-06
9.15007e+03 7.46206e-06
9.16125e+03 7.44823e-06
9.17244e+03 7.43442e-06
9.18364e+03 7.42064e-06
9.19486e+03 7.40688e-06
9.20609e+03 7.39315e-06
9.21733e+03 7.37945e-06
9.22859e+03 7.36577e-06
9.23986e+03 7.35211e-06
9.25115e+03 7.33848e-06
9.26245e+03 7.32488e-06
9.27376e+03 7.31130e-06
9.28509e+03 7.29775e-06
9.29643e+03 7.28422e-06
9.30779e+03 7.27072e-06
9.31916e+03 7.25724e-06
9.33054e+03 7.24378e-06
9.34194e+03 7.23035e-06
9.35335e+03 7.21695e-06
9.36477e+03 7.20357e-06
9.37621e+03 7.19022e-06
9.38767e+03 7.17689e-06
9.39913e+03 7.16359e-06
9.41061e+03 7.15031e-06
9.42211e+03 7.13705e-06
9.43362e+03 7.12382e-06
9.44514e+03 7.11061e-06
9.45668e+03 7.09743e-06
9.46823e+03 7.08427e-06
9.47979e+03 7.07114e-06
9.49137e+03 7.05803e-06
9.50297e+03 7.04495e-06
9.51457e+03 7.03189e-06
9.52620e+03 7.01885e-06
9.53783e+03 7.00584e-06
9.54948e+03 6.99286e-06
9.56115e+03 6.97989e-06
9.57283e+03 6.96695e-06
9.58452e+03 6.95404e-06
9.59623e+03 6.94115e-06
9.60795e+03 6.92828e-06
9.61968e+03 6.91544e-06
9.63143e+03 6.90262e-06
9.64320e+03 6.88982e-06
9.65498e+03 6.87705e-06
9.66677e+03 6.86430e-06
9.67858e+03 6.85157e-06
9.69040e+03 6.83887e-06
9.70224e+03 6.82619e-06
9.71409e+03 6.81354e-06
9.72595e+03 6.80091e-06
9.73783e+03 6.78830e-06
9.74973e+03 6.77572e-06
9.76164e+03 6.76316e-06
9.77356e+03 6.75062e-06
9.78550e+03 6.73811e-06
9.79745e+03 6.72561e-06
9.80942e+03 6.71315e-06
9.82140e+03 6.70070e-06
9.83340e+03 6.68828e-06
9.84541e+03 6.67588e-06
9.85743e+03 6.66351e-06
9.86947e+03 6.65115e-06
9.88153e+03 6.63882e-06
9.89360e+03 6.62652e-06
9.90568e+03 6.61423e-06
9.91778e+03 6.60197e-06
9.92990e+03 6.58973e-06
9.94203e+03 6.57752e-06
9.95417e+03 6.56532e-06
9.96633e+03 6.55315e-06
9.97850e+03 6.54100e-06
9.99069e+03 6.52888e-06
1.00029e+04 6.51678e-06
1.00151e+04 6.50469e-06
1.00273e+04 6.49264e-06
1.00396e+04 6.48060e-06
1.00519e+04 6.46859e-06
1.00641e+04 6.45659e-06
1.00764e+04 6.44463e-06
1.00887e+04 6.43268e-06
1.01011e+04 6.42075e-06
1.01134e+04 6.40885e-06
1.01258e+04 6.39697e-06
1.01381e+04 6.38511e-06
1.01505e+04 6.37328e-06
1.01629e+04 6.36146e-06
1.01753e+04 6.34967e-06
1.01877e+04 6.33790e-06
1.02002e+04 6.32615e-06
1.02126e+04 6.31442e-06
1.02251e+04 6.30271e-06
1.02376e+04 6.29103e-06
1.02501e+04 6.27937e-06
1.02626e+04 6.26773e-06
1.02752e+04 6.25611e-06
1.02877e+04 6.24451e-06
1.03003e+04 6.23294e-06
1.03129e+04 6.22138e-06
1.03255e+04 6.20985e-06
1.03381e+04 6.19834e-06
1.03507e+04 6.18685e-06
1.03634e+04 6.17538e-06
1.03760e+04 6.16393e-06
1.03887e+04 6.15250e-06
1.04014e+04 6.14110e-06
1.04141e+04 6.12971e-06
1.04268e+04 6.11835e-06
1.04395e+04 6.10701e-06
1.04523e+04 6.09569e-06
1.04651e+04 6.08439e-06
1.04778e+04 6.07311e-06
1.04906e+04 6.06185e-06
1.05035e+04 6.05061e-06
1.05163e+04 6.03939e-06
1.05291e+04 6.02820e-06
1.05420e+04 6.01702e-06
1.05549e+04 6.00587e-06
1.05678e+04 5.99474e-06
1.05807e+04 5.98362e-06
1.05936e+04 5.97253e-06
1.06065e+04 5.96146e-06
1.06195e+04 5.95041e-06
1.06325e+04 5.93938e-06
1.06454e+04 5.92837e-06
1.06584e+04 5.91738e-06
1.06715e+04 5.90641e-06
1.06845e+04 5.89546e-06
1.06976e+04 5.88453e-06
1.07106e+04 5.87362e-06
1.07237e+04 5.86273e-06
1.07368e+04 5.85186e-06
1.07499e+04 5.84102e-06
1.07630e+04 5.83019e-06
1.07762e+04 5.81938e-06
1.07894e+04 5.80859e-06
1.08025e+04 5.79782e-06
1.08157e+04 5.78708e-06
1.08289e+04 5.77635e-06
1.08422e+04 5.76564e-06
1.08554e+04 5.75495e-06
1.08687e+04 5.74428e-06
1.08819e+04 5.73363e-06
1.08952e+04 5.72301e-06
1.09085e+04 5.71240e-06
1.09219e+04 5.70181e-06
1.09352e+04 5.69124e-06
1.09486e+04 5.68069e-06
1.09619e+04 5.67016e-06
1.09753e+04 5.65964e-06
1.09887e+04 5.64915e-06
1.10022e+04 5.63868e-06
1.10156e+04 5.62823e-06
1.10291e+04 5.61779e-06
1.10425e+04 5.60738e-06
1.10560e+04 5.59698e-06
1.10695e+04 5.58661e-06
1.10830e+04 5.57625e-06
1.10966e+04 5.56592e-06
1.11101e+04 5.55560e-06
1.11237e+04 5.54530e-06
1.11373e+04 5.53502e-06
1.11509e+04 5.52476e-06
1.11645e+04 5.51452e-06
1.11782e+04 5.50429e-06
1.11918e+04 5.49409e-06
1.12055e+04 5.48390e-06
1.12192e+04 5.47374e-06
1.12329e+04 5.46359e-06
1.12466e+04 5.45346e-06
1.12603e+04 5.44335e-06
1.12741e+04 5.43326e-06
1.12878e+04 5.42319e-06
1.13016e+04 5.41314e-06
1.13154e+04 5.40310e-06
1.13293e+04 5.39309e-06
1.13431e+04 5.38309e-06
1.13570e+04 5.37311e-06
1.13708e+04 5.36315e-06
1.13847e+04 5.35321e-06
1.13986e+04 5.34328e-06
1.14125e+04 5.33338e-06
1.14265e+04 5.32349e-06
1.14404e+04 5.31362e-06
1.14544e+04 5.30377e-06
1.14684e+04 5.29394e-06
1.14824e+04 5.28413e-06
1.14964e+04 5.27433e-06
1.15105e+04 5.26455e-06
1.15245e+04 5.25479e-06
1.15386e+04 5.24505e-06
1.15527e+04 5.23533e-06
1.15668e+04 5.22562e-06
1.15810e+04 5.21594e-06
1.15951e+04 5.20627e-06
1.16093e+04 5.19662e-06
1.16234e+04 5.18698e-06
1.16376e+04 5.17737e-06
1.16519e+04 5.16777e-06
1.16661e+04 5.15819e-06
1.16803e+04 5.14863e-06
1.16946e+04 5.13908e-06
1.17089e+04 5.12956e-06
1.17232e+04 5.12005e-06
1.17375e+04 5.11055e-06
1.17519e+04 5.10108e-06
1.17662e+04 5.09162e-06
1.17806e+04 5.08219e-06
1.17950e+04 5.07276e-06
1.18094e+04 5.06336e-06
1.18238e+04 5.05397e-06
1.18382e+04 5.04461e-06
1.18527e+04 5.03525e-06
1.18672e+04 5.02592e-06
1.18817e+04 5.01660e-06
1.18962e+04 5.00730e-06
